PlaylistName,PlaylistModifiedDate,TrackName,ArtistName,AlbumName,DateAdded
Breezy,2023-03-22,Partyin' Next Door,Young Blacc,Partyin' Next Door,2021-08-06
Breezy,2023-03-22,Cherry Red Vans,Ray J,Cherry Red Vans,2021-08-06
Breezy,2023-03-22,Back To Sleep REMIX (feat. Usher & ZAYN),Chris Brown,Back To Sleep REMIX (feat. Usher & ZAYN),2021-08-06
Breezy,2023-03-22,Loyal (East Coast Version) (feat. Lil Wayne & French Montana),Chris Brown,Loyal (East & West Coast Versions),2021-08-06
Breezy,2023-03-22,Don't Think They Know (feat. Aaliyah),Chris Brown,X (Expanded Edition),2021-08-06
Breezy,2023-03-22,Woo Baby (feat. Chris Brown),Pop Smoke,Faith,2021-08-06
Breezy,2023-03-22,Already Best Friends (feat. Chris Brown),Jack Harlow,Thats What They All Say,2021-08-06
Breezy,2023-03-22,Play No Games,Big Sean,Dark Sky Paradise,2021-08-06
Breezy,2023-03-22,February Love (feat. Chris Brown),Tyga,Legendary,2021-08-06
Breezy,2023-03-22,The Take (feat. Chris Brown),Tory Lanez,Chixtape 5,2021-08-06
Breezy,2023-03-22,All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,Dreams Worth More Than Money,2021-08-06
Breezy,2023-03-22,Best Love Song,T-Pain,Happy Hour: The Greatest Hits,2021-08-06
Breezy,2023-03-22,Freeze (feat. Chris Brown),T-Pain,Happy Hour: The Greatest Hits,2021-08-06
Breezy,2023-03-22,PIE (feat. Chris Brown),Future,HNDRXX,2021-08-06
Breezy,2023-03-22,Do It Again,Pia Mia,Do It Again,2021-08-06
Breezy,2023-03-22,Show Me (feat. Chris Brown),Kid Ink,My Own Lane (Expanded Edition),2021-08-06
Breezy,2023-03-22,Nobody's Business,Rihanna,Unapologetic,2021-08-06
Breezy,2023-03-22,Right By My Side,Nicki Minaj,Pink Friday ... Roman Reloaded,2021-08-06
Breezy,2023-03-22,Save It for Me (feat. Chris Brown),Yo Gotti,I Still Am,2021-08-06
Breezy,2023-03-22,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,Sex Playlist,2021-08-06
Breezy,2023-03-22,It Won't Stop (feat. Chris Brown) - EP Version,Sevyn Streeter,"Call Me Crazy, But...",2021-08-06
Breezy,2023-03-22,No Air (feat. Chris Brown),Jordin Sparks,Jordin Sparks,2021-08-06
Breezy,2023-03-22,Throwback (feat. Chris Brown),B.o.B,Underground Luxury,2021-08-06
Breezy,2023-03-22,Get Back Up,T.I.,No Mercy,2021-08-06
Breezy,2023-03-22,Faded to Sade,Lyrica Anderson,Nasha Pearl,2021-08-06
Breezy,2023-03-22,Another Round (feat. Chris Brown),Fat Joe,Another Round (feat. Chris Brown),2021-08-06
Breezy,2023-03-22,I See You (feat. Chris Brown),Kap G,SupaJefe,2021-08-06
Breezy,2023-03-22,Chi Chi (feat. Chris Brown),Trey Songz,Chi Chi (feat. Chris Brown),2021-08-06
Breezy,2023-03-22,I Luv This Shit - Remix (Bonus Track),August Alsina,Testimony,2021-08-06
Breezy,2023-03-22,"Gold Slugs (feat. Chris Brown, August Alsina & Fetty Wap)",DJ Khaled,I Changed A Lot (Deluxe),2021-08-06
Breezy,2023-03-22,Countdown,2 Chainz,Based On A T.R.U. Story,2021-08-06
Breezy,2023-03-22,Put It Down (feat. Chris Brown),Brandy,Two Eleven (Deluxe Version),2021-08-06
Breezy,2023-03-22,Rolls Royce Umbrella (with Chris Brown),Clever,Crazy,2021-08-06
Breezy,2023-03-22,Whatchamacallit (feat. Chris Brown),Ella Mai,Ella Mai,2021-08-06
Breezy,2023-03-22,Tone It Down (feat. Chris Brown),Gucci Mane,Tone it Down (feat. Chris Brown),2021-08-06
Breezy,2023-03-22,Keep You in Mind - Remix,Guordan Banks,Keep You in Mind,2021-08-06
Breezy,2023-03-22,One Night Stand,Keri Hilson,No Boys Allowed,2021-08-06
Breezy,2023-03-22,Surrounded (feat. Chris Brown & Wiz Khalifa),Jeremih,MIH-TY,2021-08-06
Breezy,2023-03-22,Simple Things (Remix) (feat. Chris Brown & Future),Miguel,Simple Things (Remix) (feat. Chris Brown & Future),2021-08-06
Breezy,2023-03-22,Beat It (feat. Chris Brown & Wiz Khalifa),Sean Kingston,Back 2 Life,2021-08-06
Breezy,2023-03-22,Toot That Whoa Whoa (feat. Chris Brown & PC),SprngBrk,Toot That Whoa Whoa (feat. Chris Brown & PC),2021-08-06
Breezy,2023-03-22,Set The Record Straight (feat. Chris Brown),Tee Grizzley,Activated,2021-08-06
Breezy,2023-03-22,Feels (feat. Chris Brown),Tory Lanez,Feels (feat. Chris Brown),2021-08-06
Breezy,2023-03-22,FlEXiBle (feat. Chris Brown & Lil Baby),Tory Lanez,LoVE me NOw,2021-08-06
Breezy,2023-03-22,Classic You (feat. Chris Brown),T-Pain,Oblivion,2021-08-06
Breezy,2023-03-22,Post & Delete (feat. Chris Brown),Zoey Dollaz,M'ap Boule,2021-08-06
Breezy,2023-03-22,Ain't Thinkin' 'Bout You,Bow Wow,Aint Thinkin' Bout You,2021-09-06
Breezy,2023-03-22,Songs On 12 Play (feat. Trey Songz),Chris Brown,X (Expanded Edition),2021-09-14
Breezy,2023-03-22,Don't Be Gone Too Long,Chris Brown,X (Deluxe Version),2021-12-22
Breezy,2023-03-22,For The Road,Tyga,Hotel California,2022-01-08
Breezy,2023-03-22,Same S**t,Chris Brown,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2022-01-08
Breezy,2023-03-22,Just for Tonight (feat. Chris Brown),Migos,Yung Rich Nation,2022-01-08
Breezy,2023-03-22,Drunk Texting (feat. Jhené Aiko),Chris Brown,X (Expanded Edition),2022-03-12
Breezy,2023-03-22,Body on Me (feat. Chris Brown),Rita Ora,Body on Me (feat. Chris Brown),2022-04-21
Breezy,2023-03-22,Iffy,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Luckiest Man,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,On Some New Shit,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Harder,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Slide,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Dream,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Show It (feat. Blxst),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Survive The Night,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Bad Then A Beach (feat. Tory Lanez),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Forbidden,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,WE (Warm Embrace),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Passing Time,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Sleep At Night,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Psychic,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Hmhmm (feat. EST Gee),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Sex Memories (feat. Ella Mai),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Need You Right Here (feat. Bryson Tiller),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Closure (feat. H.E.R.),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Call Me Every Day (feat. Wizkid),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Addicted (feat. Lil Baby),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Possessive (feat. Lil Wayne & BLEU),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Pitch Black,Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,C.A.B. (Catch A Body) (feat. Fivio Foreign),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Till The Wheels Fall Off (feat. Lil Durk & Capella Grey),Chris Brown,Breezy,2022-06-24
Breezy,2023-03-22,Hit My Line,Chris Brown,Breezy (Deluxe),2022-07-08
Breezy,2023-03-22,Talm' Bout,Chris Brown,Breezy (Deluxe),2022-07-08
Breezy,2023-03-22,Petty,Chris Brown,Breezy (Deluxe),2022-07-11
Breezy,2023-03-22,In The City,Chris Brown,Breezy (Deluxe),2022-07-19
Breezy,2023-03-22,Ya Man Ain't Me,Chris Brown,Chris Brown (Expanded Edition),2022-09-01
Breezy,2023-03-22,Come Home Tonight,THEO BREEZY,Rare RnB & New Jack 110,2023-01-04
Breezy,2023-03-22,Drifting (feat. Chris Brown & Tory Lanez),G-Eazy,When It's Dark Out,2023-03-17
Usher,2022-08-13,I'll Make It Right,Usher,Usher,2022-08-13
Usher,2022-08-13,You Make Me Wanna...,Usher,My Way,2022-08-13
Usher,2022-08-13,Nice & Slow - Radio Version,Usher,My Way,2022-08-13
Usher,2022-08-13,My Way,Usher,My Way,2022-08-13
Usher,2022-08-13,Come Back,Usher,My Way,2022-08-13
Usher,2022-08-13,U Remind Me,Usher,8701,2022-08-13
Usher,2022-08-13,I Don't Know (feat. P. Diddy),Usher,8701,2022-08-13
Usher,2022-08-13,U Got It Bad,Usher,8701,2022-08-13
Usher,2022-08-13,U Don't Have to Call,Usher,8701,2022-08-13
Usher,2022-08-13,U-Turn,Usher,8701,2022-08-13
Usher,2022-08-13,Yeah! (feat. Lil Jon & Ludacris),Usher,Confessions (Expanded Edition),2022-08-13
Usher,2022-08-13,Confessions,Usher,Confessions (Expanded Edition),2022-08-13
Usher,2022-08-13,Confessions Part II,Usher,Confessions (Expanded Edition),2022-08-13
Usher,2022-08-13,Burn,Usher,Confessions (Expanded Edition),2022-08-13
Usher,2022-08-13,Caught Up,Usher,Confessions (Expanded Edition),2022-08-13
Usher,2022-08-13,Superstar,Usher,Confessions (Expanded Edition),2022-08-13
Usher,2022-08-13,Bad Girl,Usher,Confessions (Expanded Edition),2022-08-13
Usher,2022-08-13,Love in This Club (feat. Young Jeezy),Usher,Here I Stand,2022-08-13
Usher,2022-08-13,Trading Places,Usher,Here I Stand,2022-08-13
Usher,2022-08-13,Moving Mountains,Usher,Here I Stand,2022-08-13
Usher,2022-08-13,"Love in This Club, Pt. II (feat. Beyoncé & Lil' Wayne)",Usher,Here I Stand,2022-08-13
Usher,2022-08-13,Hey Daddy (Daddy's Home),Usher,Raymond v Raymond (Expanded Edition),2022-08-13
Usher,2022-08-13,There Goes My Baby,Usher,Raymond v Raymond (Expanded Edition),2022-08-13
Usher,2022-08-13,Scream,Usher,Looking 4 Myself (Expanded Edition),2022-08-13
Usher,2022-08-13,Climax,Usher,Looking 4 Myself (Expanded Edition),2022-08-13
Usher,2022-08-13,Lemme See (feat. Rick Ross),Usher,Looking 4 Myself (Expanded Edition),2022-08-13
Usher,2022-08-13,Rivals (feat. Future),Usher,Hard II Love,2022-08-13
Usher,2022-08-13,Stay At Home (feat. Future),Usher,"""A""",2022-08-13
Usher,2022-08-13,You Decide,Usher,"""A""",2022-08-13
Usher,2022-08-13,She Ain't Tell Ya,Usher,"""A""",2022-08-13
MJ,2023-03-05,Just Good Friends - 2012 Remaster,Michael Jackson,Bad,2021-08-06
MJ,2023-03-05,Leave Me Alone - 2012 Remaster,Michael Jackson,Bad,2021-08-06
MJ,2023-03-05,You Rock My World - Radio Edit,Michael Jackson,Number Ones,2021-08-06
MJ,2023-03-05,Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall,2021-08-06
MJ,2023-03-05,Rock with You - Single Version,Michael Jackson,Off the Wall,2021-08-06
MJ,2023-03-05,Workin' Day and Night,Michael Jackson,Off the Wall,2021-08-06
MJ,2023-03-05,Get on the Floor,Michael Jackson,Off the Wall,2021-08-06
MJ,2023-03-05,Baby Be Mine,Michael Jackson,Thriller,2021-08-06
MJ,2023-03-05,Thriller,Michael Jackson,Thriller,2021-08-06
MJ,2023-03-05,Beat It,Michael Jackson,Thriller,2021-08-06
MJ,2023-03-05,Billie Jean,Michael Jackson,Thriller,2021-08-06
MJ,2023-03-05,Human Nature,Michael Jackson,Thriller,2021-08-06
MJ,2023-03-05,P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller,2021-08-06
MJ,2023-03-05,Slave to the Rhythm,Michael Jackson,XSCAPE,2021-08-06
MJ,2023-03-05,Off the Wall,Michael Jackson,Off the Wall,2021-08-06
MJ,2023-03-05,Bad - 2012 Remaster,Michael Jackson,Bad,2021-08-06
MJ,2023-03-05,The Way You Make Me Feel - 2012 Remaster,Michael Jackson,Bad,2021-08-06
MJ,2023-03-05,Wanna Be Startin' Somethin',Michael Jackson,Thriller,2021-08-06
MJ,2023-03-05,Wanna Be Startin' Somethin' (2008 with Akon) (with Akon) - Thriller 25th Anniversary Remix,Michael Jackson,Thriller 25 Super Deluxe Edition,2021-08-06
MJ,2023-03-05,Another Part of Me - 2012 Remaster,Michael Jackson,Bad,2021-08-06
MJ,2023-03-05,Man in the Mirror - 2012 Remaster,Michael Jackson,Bad,2021-08-06
MJ,2023-03-05,Dirty Diana - 2012 Remaster,Michael Jackson,Bad,2021-08-06
MJ,2023-03-05,Smooth Criminal - 2012 Remaster,Michael Jackson,Bad,2021-08-06
MJ,2023-03-05,Remember the Time,Michael Jackson,Dangerous,2021-08-06
MJ,2023-03-05,Black or White,Michael Jackson,Dangerous,2021-08-06
MJ,2023-03-05,They Don't Care About Us,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",2021-08-06
MJ,2023-03-05,You Are Not Alone,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",2021-08-06
MJ,2023-03-05,Tabloid Junkie,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",2021-08-06
MJ,2023-03-05,Why You Wanna Trip on Me,Michael Jackson,Dangerous,2021-08-06
MJ,2023-03-05,You Rock My World,Michael Jackson,Invincible,2021-08-06
MJ,2023-03-05,Invincible,Michael Jackson,Invincible,2021-08-06
MJ,2023-03-05,Heaven Can Wait,Michael Jackson,Invincible,2021-08-21
MJ,2023-03-05,This Place Hotel (a.k.a. Heartbreak Hotel),The Jacksons,Scream,2021-12-18
MJ,2023-03-05,Dangerous,Michael Jackson,Dangerous,2021-12-22
MJ,2023-03-05,Whatever Happens,Michael Jackson,Invincible,2022-01-22
MJ,2023-03-05,I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,Michael Jackson,Bad 25th Anniversary,2022-01-25
MJ,2023-03-05,Liberian Girl - 2012 Remastered Version,Michael Jackson,Bad 25th Anniversary,2022-01-25
MJ,2023-03-05,This Place Hotel (a.k.a. Heartbreak Hotel),The Jacksons,Triumph,2022-02-02
MJ,2023-03-05,Can You Feel It,The Jacksons,Triumph,2022-02-02
MJ,2023-03-05,"Shake Your Body (Down to the Ground) - 7"" Version",The Jacksons,Destiny,2022-02-21
MJ,2023-03-05,She's Out of My Life - Single Version,Michael Jackson,Off the Wall,2022-02-21
MJ,2023-03-05,Chicago,Michael Jackson,XSCAPE,2022-07-24
MJ,2023-03-05,Hold My Hand (with Akon),Michael Jackson,Michael,2023-03-05
JT,2022-10-12,Señorita,Justin Timberlake,Justified,2021-11-22
JT,2022-10-12,Like I Love You,Justin Timberlake,Justified,2021-11-22
JT,2022-10-12,Rock Your Body,Justin Timberlake,Justified,2021-11-22
JT,2022-10-12,Signs,Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece,2021-11-22
JT,2022-10-12,My Love (feat. T.I.),Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,2021-11-22
JT,2022-10-12,Cry Me a River,Justin Timberlake,Justified,2021-11-22
JT,2022-10-12,Tunnel Vision,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-11-22
JT,2022-10-12,Gimme What I Don't Know (I Want),Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),2021-11-22
JT,2022-10-12,Body Count,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-11-22
JT,2022-10-12,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,FutureSex/LoveSounds,2021-12-21
JT,2022-10-12,LoveStoned / I Think She Knows (Interlude),Justin Timberlake,FutureSex/LoveSounds,2021-12-21
JT,2022-10-12,SexyBack (feat. Timbaland),Justin Timberlake,FutureSex/LoveSounds,2021-12-21
JT,2022-10-12,Don't Hold the Wall,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-12-21
JT,2022-10-12,Pusher Love Girl,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-12-21
JT,2022-10-12,Strawberry Bubblegum,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-12-21
JT,2022-10-12,Let the Groove Get In,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-12-21
JT,2022-10-12,TKO,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),2021-12-21
JT,2022-10-12,Take Back the Night,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),2021-12-21
JT,2022-10-12,Not a Bad Thing,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),2021-12-21
JT,2022-10-12,Bye Bye Bye,*NSYNC,No Strings Attached,2021-12-21
JT,2022-10-12,It's Gonna Be Me,*NSYNC,No Strings Attached,2021-12-21
JT,2022-10-12,It Makes Me Ill,*NSYNC,No Strings Attached,2021-12-21
JT,2022-10-12,Gone,*NSYNC,Celebrity,2021-12-21
JT,2022-10-12,Girlfriend (feat. Nelly) - The Neptunes Remix,*NSYNC,Celebrity,2021-12-21
JT,2022-10-12,Summer Love,Justin Timberlake,FutureSex/LoveSounds,2022-02-19
JT,2022-10-12,Ayo Technology,50 Cent,Curtis,2022-02-21
JT,2022-10-12,(And She Said) Take Me Now,Justin Timberlake,Justified,2022-04-17
R&B,2023-03-27,Let Her Go,6LACK,East Atlanta Love Letter,2021-08-06
R&B,2023-03-27,Pretty Little Fears (feat. J. Cole),6LACK,East Atlanta Love Letter,2021-08-06
R&B,2023-03-27,Balenciaga Challenge (feat. Offset),6LACK,East Atlanta Love Letter,2021-08-06
R&B,2023-03-27,One Way (feat. T-Pain) - Bonus,6LACK,FREE 6LACK,2021-08-06
R&B,2023-03-27,Winner,Chris Brown,Chris Brown (Expanded Edition),2021-08-06
R&B,2023-03-27,Ain't No Way (You Won't Love Me),Chris Brown,Chris Brown (Expanded Edition),2021-08-06
R&B,2023-03-27,Say Goodbye,Chris Brown,Chris Brown (Expanded Edition),2021-08-06
R&B,2023-03-27,I Wanna Be,Chris Brown,Exclusive (Expanded Edition),2021-08-06
R&B,2023-03-27,Crawl,Chris Brown,Graffiti (Expanded Edition),2021-08-06
R&B,2023-03-27,So Cold,Chris Brown,Graffiti (Expanded Edition),2021-08-06
R&B,2023-03-27,Should've Kissed You,Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
R&B,2023-03-27,2012,Chris Brown,Fortune (Expanded Edition),2021-08-06
R&B,2023-03-27,4 Years Old,Chris Brown,Fortune (Expanded Edition),2021-08-06
R&B,2023-03-27,Westside,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
R&B,2023-03-27,Wrong In The Right Way,Chris Brown,Fan of A Fan The Album (Expanded Edition),2021-08-06
R&B,2023-03-27,Do Better (feat. Brandy),Chris Brown,X (Expanded Edition),2021-08-06
R&B,2023-03-27,Proof,Chris Brown,Royalty (Deluxe Version),2021-08-06
R&B,2023-03-27,Blow It In The Wind,Chris Brown,Royalty (Deluxe Version),2021-08-06
R&B,2023-03-27,KAE,Chris Brown,Royalty (Deluxe Version),2021-08-06
R&B,2023-03-27,U Did It (feat. Future),Chris Brown,Royalty (Deluxe Version),2021-08-06
R&B,2023-03-27,Lost & Found,Chris Brown,Heartbreak on a Full Moon,2021-08-06
R&B,2023-03-27,To My Bed,Chris Brown,Heartbreak on a Full Moon,2021-08-06
R&B,2023-03-27,Nowhere,Chris Brown,Heartbreak on a Full Moon,2021-08-06
R&B,2023-03-27,Tough Love,Chris Brown,Heartbreak on a Full Moon,2021-08-06
R&B,2023-03-27,Grass Ain't Greener,Chris Brown,Heartbreak on a Full Moon,2021-08-06
R&B,2023-03-27,Trust Me,Chris Brown,Heartbreak On A Full Moon Deluxe Edition: Cuffing Season - 12 Days Of Christmas,2021-08-06
R&B,2023-03-27,Come Together (feat. H.E.R.),Chris Brown,Indigo,2021-08-06
R&B,2023-03-27,Red,Chris Brown,Indigo,2021-08-06
R&B,2023-03-27,No Guidance (feat. Drake),Chris Brown,Indigo,2021-08-06
R&B,2023-03-27,All I Want (feat. Tyga),Chris Brown,Indigo,2021-08-06
R&B,2023-03-27,Sorry Enough,Chris Brown,Indigo,2021-08-06
R&B,2023-03-27,Troubled Waters,Chris Brown,Indigo,2021-08-06
R&B,2023-03-27,BP / No Judgement,Chris Brown,Indigo,2021-08-06
R&B,2023-03-27,Under The Influence,Chris Brown,Indigo (Extended),2021-08-06
R&B,2023-03-27,Put It Down (feat. Chris Brown),Brandy,Two Eleven (Deluxe Version),2021-08-06
R&B,2023-03-27,Let Me Explain,Bryson Tiller,Let Me Explain,2021-08-06
R&B,2023-03-27,Exchange,Bryson Tiller,T R A P S O U L,2021-08-06
R&B,2023-03-27,Rambo,Bryson Tiller,T R A P S O U L,2021-08-06
R&B,2023-03-27,Sorry Not Sorry,Bryson Tiller,T R A P S O U L,2021-08-06
R&B,2023-03-27,Run Me Dry,Bryson Tiller,True to Self,2021-08-06
R&B,2023-03-27,For However Long,Bryson Tiller,T R A P S O U L,2021-08-06
R&B,2023-03-27,No BS (feat. Kevin McCall),Chris Brown,F.A.M.E. (Deluxe Version),2021-08-06
R&B,2023-03-27,Rolls Royce Umbrella (with Chris Brown),Clever,Crazy,2021-08-06
R&B,2023-03-27,After Dark (feat. Static Major & Ty Dolla $ign),Drake,Scorpion,2021-08-06
R&B,2023-03-27,Whatchamacallit (feat. Chris Brown),Ella Mai,Ella Mai,2021-08-06
R&B,2023-03-27,Boo'd Up,Ella Mai,READY,2021-08-06
R&B,2023-03-27,Trip,Ella Mai,Trip,2021-08-06
R&B,2023-03-27,Another Round (feat. Chris Brown),Fat Joe,Another Round (feat. Chris Brown),2021-08-06
R&B,2023-03-27,Keep You in Mind,Guordan Banks,Keep You in Mind,2021-08-06
R&B,2023-03-27,Keep You in Mind - Remix,Guordan Banks,Keep You in Mind,2021-08-06
R&B,2023-03-27,Back of My Mind (feat. Ty Dolla $ign),H.E.R.,Back of My Mind,2021-08-06
R&B,2023-03-27,Find A Way (feat. Lil Baby),H.E.R.,Back of My Mind,2021-08-06
R&B,2023-03-27,Come Through (feat. Chris Brown),H.E.R.,Back of My Mind,2021-08-06
R&B,2023-03-27,Already Best Friends (feat. Chris Brown),Jack Harlow,Thats What They All Say,2021-08-06
R&B,2023-03-27,"Verify (feat. Young Thug, Gunna)",Jacquees,King of R&B,2021-08-06
R&B,2023-03-27,Cheyenne,Jason Derulo,Everything Is 4,2021-08-06
R&B,2023-03-27,Whatcha Say,Jason Derulo,Jason Derulo,2021-08-06
R&B,2023-03-27,In My Head,Jason Derulo,Jason Derulo,2021-08-06
R&B,2023-03-27,What If,Jason Derulo,Jason Derulo,2021-08-06
R&B,2023-03-27,Breathing,Jason Derulo,Future History,2021-08-06
R&B,2023-03-27,If I'm Lucky,Jason Derulo,If I'm Lucky,2021-08-06
R&B,2023-03-27,If It Ain't Love,Jason Derulo,If It Ain't Love,2021-08-06
R&B,2023-03-27,One Night Stand,Keri Hilson,No Boys Allowed,2021-08-06
R&B,2023-03-27,OTW,Khalid,OTW,2021-08-06
R&B,2023-03-27,Adorn,Miguel,Kaleidoscope Dream (Deluxe Version),2021-08-06
R&B,2023-03-27,Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,Over It,2021-08-06
R&B,2023-03-27,Come Thru (with Usher),Summer Walker,Over It,2021-08-06
R&B,2023-03-27,Cut Ties,Tiana Blake,Cut Ties,2021-08-06
R&B,2023-03-27,The Take (feat. Chris Brown),Tory Lanez,Chixtape 5,2021-08-06
R&B,2023-03-27,Feels (feat. Chris Brown),Tory Lanez,Feels (feat. Chris Brown),2021-08-06
R&B,2023-03-27,I Like Dat,T-Pain,I Like Dat,2021-08-06
R&B,2023-03-27,Classic You (feat. Chris Brown),T-Pain,Oblivion,2021-08-06
R&B,2023-03-27,Textin' My Ex (feat. Tiffany Evans),T-Pain,Oblivion,2021-08-06
R&B,2023-03-27,Come Over,Trey Songz,Tremaine the Album,2021-08-06
R&B,2023-03-27,Mr. Steal Your Girl,Trey Songz,Trigga Bonus Tracks,2021-08-06
R&B,2023-03-27,Na Na,Trey Songz,Trigga Reloaded,2021-08-06
R&B,2023-03-27,Loving You (feat. Ty Dolla $ign),Trey Songz,Trigga Reloaded,2021-08-06
R&B,2023-03-27,Dead Wrong (feat. Ty Dolla $ign),Trey Songz,Trigga Reloaded,2021-08-06
R&B,2023-03-27,Late Night (feat. Juicy J),Trey Songz,Trigga Reloaded,2021-08-06
R&B,2023-03-27,SmartPhones,Trey Songz,Trigga Reloaded,2021-08-06
R&B,2023-03-27,Angles (feat. Chris Brown),Wale,Angles (feat. Chris Brown),2021-08-06
R&B,2023-03-27,Starboy,The Weeknd,Starboy,2021-08-06
R&B,2023-03-27,Party Monster,The Weeknd,Starboy,2021-08-06
R&B,2023-03-27,Reminder,The Weeknd,Starboy,2021-08-06
R&B,2023-03-27,Six Feet Under,The Weeknd,Starboy,2021-08-06
R&B,2023-03-27,Love To Lay,The Weeknd,Starboy,2021-08-06
R&B,2023-03-27,Attention,The Weeknd,Starboy,2021-08-06
R&B,2023-03-27,I Feel It Coming,The Weeknd,Starboy,2021-08-06
R&B,2023-03-27,Baddest,Yung Bleu,Baddest,2021-08-06
R&B,2023-03-27,Get Mine (feat. Young Thug),Bryson Tiller,Get Mine (feat. Young Thug),2021-08-06
R&B,2023-03-27,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,FutureSex/LoveSounds,2021-08-06
R&B,2023-03-27,My Love (feat. T.I.),Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,2021-08-06
R&B,2023-03-27,Cry Me a River,Justin Timberlake,Justified,2021-08-06
R&B,2023-03-27,Señorita,Justin Timberlake,Justified,2021-08-06
R&B,2023-03-27,Like I Love You,Justin Timberlake,Justified,2021-08-06
R&B,2023-03-27,Strawberry Bubblegum,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-08-06
R&B,2023-03-27,Let the Groove Get In,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-08-06
R&B,2023-03-27,Body Count,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-08-06
R&B,2023-03-27,Pusher Love Girl,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-08-06
R&B,2023-03-27,Don't Hold the Wall,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-08-06
R&B,2023-03-27,Tunnel Vision,Justin Timberlake,The 20/20 Experience (Deluxe Version),2021-08-06
R&B,2023-03-27,TKO,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),2021-08-06
R&B,2023-03-27,Wet The Bed (feat. Ludacris),Chris Brown,F.A.M.E. (Expanded Edition),2021-08-06
R&B,2023-03-27,Jerry Sprunger (with T-Pain),Tory Lanez,Chixtape 5,2021-08-06
R&B,2023-03-27,I'm Sprung,T-Pain,Rappa Ternt Sanga,2021-08-06
R&B,2023-03-27,Ur Not The Same (feat. Akon),T-Pain,Rappa Ternt Sanga,2021-08-06
R&B,2023-03-27,Bartender (feat. Akon),T-Pain,Epiphany,2021-08-06
R&B,2023-03-27,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,Epiphany,2021-08-06
R&B,2023-03-27,You're Mines Still,Yung Bleu,Love Scars: The 5 Stages Of Emotions (Deluxe),2021-08-06
R&B,2023-03-27,You're Mines Still (feat. Drake),Yung Bleu,Moon Boy,2021-08-06
